idturk,day,treatment,batch,durationinseconds,initialendowment,initialendowmentupdated,borrowsavings1,borrowsavings2,pointssaving1,pointssaving2,pointsdebt1,pointsdebt2,balance_a1,balance_a2,balance_a3,balance_a4,balance_a5,balance_a6,errorbdm1,errorbdm2,errorbdm3,errordebtintro1,errordebtintro2,errordebtintro3,errordebtintro4,errordebtintro5,errordebtendowment1,errordebtendowment2,errordebtendowment3,errordebtendowment4,errordebtendowment5,errordebtendowment6,errordebtendowment7,errordebtendowment8,errordebtpayment1,errordebtpayment2,errordebtpayment3,error_count,error_initial,error_main,error_main_total,error_count_total,instruction_confusion,demo_sex,demo_age,demo_state,demo_race,demo_educ,demo_collegeplus,demo_studentloan,demo_holddebt,demo_covid,end_reasoning,end_debtimportance,end_balancesimportance,end_rateimportance,end_hindsight,orderlottery,lotterychoice,timechoice,perco_orig,ind_optimal_ia,ind_optimal_ia_all,debtsaving1balanceupdated2,debtsaving2balanceupdated2,debtsaving3balance,debtsaving4balance,debtdebt1balanceupdated,debtdebt2balanceupdated,controlsaving1balanceupdated2,controlsaving2balanceupdated2,controlsaving3balanceupdated,controlsaving4balanceupdated,controlsaving5balance,controlsaving6balance,pointssaving3,pointssaving4,i
A14EYTLSMJRPUK,3,No Debt,2,528,768,768,,,768,0,,,4308,0,600,4300,900,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,no,Male,34,Alaska,White,College graduate with Associate's Degree (2 year),College or more,Yes,Yes,None,"Well, it obviously made the most sense to put the most money into the account that generated the most interest. I would have allocated all of my points into that account if I could have.",Not at all important,Not at all important,Extremely important,I wouldn't change anything.,,0.5,1,1,1,1,,,,,,,4308,0,600,4300,900,1500,0,0,4
A14EYTLSMJRPUK,4,No Debt,2,802,922,922,,,922,0,,,5230,0,600,4300,900,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,no,Male,34,Alaska,White,College graduate with Associate's Degree (2 year),College or more,Yes,Yes,None,"Well, it obviously made the most sense to put the most money into the account that generated the most interest. I would have allocated all of my points into that account if I could have.",Not at all important,Not at all important,Extremely important,I wouldn't change anything.,,0.5,1,1,1,1,,,,,,,5230,0,600,4300,900,1500,0,0,4
A150BQFJF2Z8KH,0,No Debt,4,415,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,3,3,No,Female,46,Wisconsin,White,Master's Degree (MS),College or more,No,No,A lot,"More money is generated from the account with highest interest rate so the more money I put into that, the more my endowment is. If I had the opportunity to take money out of the other savings accounts I would have. This is how I deal with savings in real life, the most money goes to the accounts with the highest interest.",Slightly important,Moderately important,Extremely important,"I would do the same thing, take out any money I could from lower interest savings accounts and put it into the highest generating interest account. I would have paid of the debt as well if given the opportunity. ",1,0.5,1,,0,1,,,,,,,,,,,,,,,5
A150BQFJF2Z8KH,1,No Debt,4,889,500,900,,,900,0,,,2900,0,600,4300,900,1500,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,2,3,3,No,Female,46,Wisconsin,White,Master's Degree (MS),College or more,No,No,A lot,"More money is generated from the account with highest interest rate so the more money I put into that, the more my endowment is. If I had the opportunity to take money out of the other savings accounts I would have. This is how I deal with savings in real life, the most money goes to the accounts with the highest interest.",Slightly important,Moderately important,Extremely important,"I would do the same thing, take out any money I could from lower interest savings accounts and put it into the highest generating interest account. I would have paid of the debt as well if given the opportunity. ",,0.5,1,1,1,1,,,,,,,2900,0,600,4300,900,1500,0,0,5
A150BQFJF2Z8KH,2,No Debt,4,456,640,640,,,640,0,,,3540,0,600,4300,900,1500,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,3,3,No,Female,46,Wisconsin,White,Master's Degree (MS),College or more,No,No,A lot,"More money is generated from the account with highest interest rate so the more money I put into that, the more my endowment is. If I had the opportunity to take money out of the other savings accounts I would have. This is how I deal with savings in real life, the most money goes to the accounts with the highest interest.",Slightly important,Moderately important,Extremely important,"I would do the same thing, take out any money I could from lower interest savings accounts and put it into the highest generating interest account. I would have paid of the debt as well if given the opportunity. ",,0.5,1,1,1,1,,,,,,,3540,0,600,4300,900,1500,0,0,5
A150BQFJF2Z8KH,3,No Debt,4,365,768,768,,,768,0,,,4308,0,600,4300,900,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,No,Female,46,Wisconsin,White,Master's Degree (MS),College or more,No,No,A lot,"More money is generated from the account with highest interest rate so the more money I put into that, the more my endowment is. If I had the opportunity to take money out of the other savings accounts I would have. This is how I deal with savings in real life, the most money goes to the accounts with the highest interest.",Slightly important,Moderately important,Extremely important,"I would do the same thing, take out any money I could from lower interest savings accounts and put it into the highest generating interest account. I would have paid of the debt as well if given the opportunity. ",,0.5,1,1,1,1,,,,,,,4308,0,600,4300,900,1500,0,0,5
A150BQFJF2Z8KH,4,No Debt,4,626,922,922,,,922,0,,,5230,0,600,4300,900,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,No,Female,46,Wisconsin,White,Master's Degree (MS),College or more,No,No,A lot,"More money is generated from the account with highest interest rate so the more money I put into that, the more my endowment is. If I had the opportunity to take money out of the other savings accounts I would have. This is how I deal with savings in real life, the most money goes to the accounts with the highest interest.",Slightly important,Moderately important,Extremely important,"I would do the same thing, take out any money I could from lower interest savings accounts and put it into the highest generating interest account. I would have paid of the debt as well if given the opportunity. ",,0.5,1,1,1,1,,,,,,,5230,0,600,4300,900,1500,0,0,5
A17F3C6IFO42Q9,0,Low Debt,5,570,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,3,3,0,31,34,No,Female,39,Virginia,White,Master's Degree (MS),College or more,No,Yes,A moderate amount,I really possible ,Very important,Very important,Extremely important,I completing the experiment.,1,0.970000029,0.959999979,,0,0,,,,,,,,,,,,,,,6
A17F3C6IFO42Q9,1,Low Debt,5,885,500,2700,0,0,500,500,700,1000,500,700,100,-3300,300,6400,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,6,0,6,31,34,No,Female,39,Virginia,White,Master's Degree (MS),College or more,No,Yes,A moderate amount,I really possible ,Very important,Very important,Extremely important,I completing the experiment.,,0.970000029,0.959999979,0.18518518,0,0,500,700,300,6400,100,-3300,,,,,,,,,6
A17F3C6IFO42Q9,2,Low Debt,5,1006,385,1085,0,0,300,185,300,300,400,585,400,-3000,300,6400,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,7,0,7,31,34,No,Female,39,Virginia,White,Master's Degree (MS),College or more,No,Yes,A moderate amount,I really possible ,Very important,Very important,Extremely important,I completing the experiment.,,0.970000029,0.959999979,0.27649769,0,0,400,585,300,6400,400,-3000,,,,,,,,,6
A17F3C6IFO42Q9,3,Low Debt,5,866,414,914,0,0,300,300,200,114,500,585,600,-2886,300,6400,0,0,0,0,1,2,1,0,0,1,0,0,1,1,0,0,0,0,1,8,0,8,31,34,No,Female,39,Virginia,White,Master's Degree (MS),College or more,No,Yes,A moderate amount,I really possible ,Very important,Very important,Extremely important,I completing the experiment.,,0.970000029,0.959999979,0.32822758,0,0,500,585,300,6400,600,-2886,,,,,,,,,6
A17F3C6IFO42Q9,4,Low Debt,5,1551,469,1369,0,0,400,400,200,369,500,485,800,-2517,300,6400,0,0,0,1,1,1,1,0,1,0,0,0,1,1,0,0,1,1,1,10,0,10,31,34,No,Female,39,Virginia,White,Master's Degree (MS),College or more,No,Yes,A moderate amount,I really possible ,Very important,Very important,Extremely important,I completing the experiment.,,0.970000029,0.959999979,0.29218408,0,0,500,485,300,6400,800,-2517,,,,,,,,,6
A187GH031684PN,0,No Debt,4,648,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,1,1,0,7,8,No,Female,58,Texas,Black,Master's Degree (MS),College or more,No,Prefer not to answer,A lot,I put a value based on the interest rate.,Extremely important,Very important,Extremely important,I calculate the interest rate. Then I put the amount high at the interest rate.,1,0.5,0.99,,0,0,,,,,,,,,,,,,,,7
A187GH031684PN,1,No Debt,4,1608,500,540,,,400,50,,,2400,410,660,4330,900,1500,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,3,0,3,7,8,No,Female,58,Texas,Black,Master's Degree (MS),College or more,No,Prefer not to answer,A lot,I put a value based on the interest rate.,Extremely important,Very important,Extremely important,I calculate the interest rate. Then I put the amount high at the interest rate.,,0.5,0.99,0.74074072,0,0,,,,,,,2400,410,660,4330,900,1500,60,30,7
A187GH031684PN,2,No Debt,4,1447,592,602,,,400,30,,,2800,430,810,4352,900,1500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,7,8,No,Female,58,Texas,Black,Master's Degree (MS),College or more,No,Prefer not to answer,A lot,I put a value based on the interest rate.,Extremely important,Very important,Extremely important,I calculate the interest rate. Then I put the amount high at the interest rate.,,0.5,0.99,0.66445184,0,0,,,,,,,2800,430,810,4352,900,1500,150,22,7
A187GH031684PN,3,No Debt,4,912,697,1127,,,700,100,,,3200,400,1010,4479,900,1500,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,2,7,8,No,Female,58,Texas,Black,Master's Degree (MS),College or more,No,Prefer not to answer,A lot,I put a value based on the interest rate.,Extremely important,Very important,Extremely important,I calculate the interest rate. Then I put the amount high at the interest rate.,,0.5,0.99,0.62111801,0,0,,,,,,,3200,400,1010,4479,900,1500,200,127,7
A187GH031684PN,4,No Debt,4,1211,810,1610,,,900,200,,,3400,500,1410,4589,900,1500,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,7,8,No,Female,58,Texas,Black,Master's Degree (MS),College or more,No,Prefer not to answer,A lot,I put a value based on the interest rate.,Extremely important,Very important,Extremely important,I calculate the interest rate. Then I put the amount high at the interest rate.,,0.5,0.99,0.55900621,0,0,,,,,,,3400,500,1410,4589,900,1500,400,110,7
A19LKMC7WRAZXB,0,Low Debt,5,294,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,5,5,No confusion the part of the experiment.,Male,25,California,White,Master's Degree (MS),College or more,Yes,Yes,A lot,Interesting survey,Extremely important,Very important,Very important,interesting,1,1,1,,0,0,,,,,,,,,,,,,,,8
A19LKMC7WRAZXB,1,Low Debt,5,915,500,530,0,0,120,110,150,150,2100,500,-450,-4150,300,6400,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,5,5,No confusion the part of the experiment.,Male,25,California,White,Master's Degree (MS),College or more,Yes,Yes,A lot,Interesting survey,Extremely important,Very important,Very important,interesting,,1,1,0.2264151,0,0,2100,500,300,6400,-450,-4150,,,,,,,,,8
A19LKMC7WRAZXB,2,Low Debt,5,298,560,590,0,0,40,150,200,200,2120,640,-250,-3950,300,6400,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,5,No confusion the part of the experiment.,Male,25,California,White,Master's Degree (MS),College or more,Yes,Yes,A lot,Interesting survey,Extremely important,Very important,Very important,interesting,,1,1,0.06779661,0,0,2120,640,300,6400,-250,-3950,,,,,,,,,8
A19LKMC7WRAZXB,3,Low Debt,5,412,618,648,0,0,48,200,200,200,2148,830,-50,-3750,300,6400,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,2,5,5,No confusion the part of the experiment.,Male,25,California,White,Master's Degree (MS),College or more,Yes,Yes,A lot,Interesting survey,Extremely important,Very important,Very important,interesting,,1,1,0.074074075,0,0,2148,830,300,6400,-50,-3750,,,,,,,,,8
A19LKMC7WRAZXB,4,Low Debt,5,537,683,713,0,0,113,200,200,200,2241,1020,150,-3550,300,6400,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,5,5,No confusion the part of the experiment.,Male,25,California,White,Master's Degree (MS),College or more,Yes,Yes,A lot,Interesting survey,Extremely important,Very important,Very important,interesting,,1,1,0.15848528,0,0,2241,1020,300,6400,150,-3550,,,,,,,,,8
A1CDPZMO705DEQ,0,Low Debt,5,279,,,,,,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,1,1,0,11,12,No confusion the part of the experiment.,Male,25,Indiana,White,Master's Degree (MS),College or more,Yes,Yes,A lot,Interesting and nice,Moderately important,Very important,Very important,interesting,1,1,1,,0,0,,,,,,,,,,,,,,,9
A1CDPZMO705DEQ,1,Low Debt,5,1046,500,530,0,0,120,110,150,150,2100,500,-450,-4150,300,6400,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,5,0,5,11,12,No confusion the part of the experiment.,Male,25,Indiana,White,Master's Degree (MS),College or more,Yes,Yes,A lot,Interesting and nice,Moderately important,Very important,Very important,interesting,,1,1,0.2264151,0,0,2100,500,300,6400,-450,-4150,,,,,,,,,9
A1CDPZMO705DEQ,2,Low Debt,5,364,560,590,0,0,40,150,200,200,2120,640,-250,-3950,300,6400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,No confusion the part of the experiment.,Male,25,Indiana,White,Master's Degree (MS),College or more,Yes,Yes,A lot,Interesting and nice,Moderately important,Very important,Very important,interesting,,1,1,0.06779661,0,0,2120,640,300,6400,-250,-3950,,,,,,,,,9
A1CDPZMO705DEQ,3,Low Debt,5,343,618,648,0,0,48,200,200,200,2148,830,-50,-3750,300,6400,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,11,12,No confusion the part of the experiment.,Male,25,Indiana,White,Master's Degree (MS),College or more,Yes,Yes,A lot,Interesting and nice,Moderately important,Very important,Very important,interesting,,1,1,0.074074075,0,0,2148,830,300,6400,-50,-3750,,,,,,,,,9
A1CDPZMO705DEQ,4,Low Debt,5,17194,683,713,0,0,113,200,200,200,2241,1020,150,-3550,300,6400,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,4,0,4,11,12,No confusion the part of the experiment.,Male,25,Indiana,White,Master's Degree (MS),College or more,Yes,Yes,A lot,Interesting and nice,Moderately important,Very important,Very important,interesting,,1,1,0.15848528,0,0,2241,1020,300,6400,150,-3550,,,,,,,,,9
A1E77HZO63E334,0,Low Debt,3,304,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,4,4,no,Male,27,Ohio,White,College graduate with Bachelor's Degree (4 year),College or more,Yes,Yes,A little,I put my allocation to the best paying account and withdrew the max I could from other accounts and put it in to that 20% account,Not at all important,Not at all important,Extremely important,Put all your allocation on the best interest rate.,1,0.55,1,,0,1,,,,,,,,,,,,,,,10
A1E77HZO63E334,1,Low Debt,3,467,500,900,0,0,900,0,0,0,2900,0,-600,-4300,300,6400,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,3,0,3,4,4,no,Male,27,Ohio,White,College graduate with Bachelor's Degree (4 year),College or more,Yes,Yes,A little,I put my allocation to the best paying account and withdrew the max I could from other accounts and put it in to that 20% account,Not at all important,Not at all important,Extremely important,Put all your allocation on the best interest rate.,,0.55,1,1,1,1,2900,0,300,6400,-600,-4300,,,,,,,,,10
A1E77HZO63E334,2,Low Debt,3,353,640,640,0,0,640,0,0,0,3540,0,-600,-4300,300,6400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4,4,no,Male,27,Ohio,White,College graduate with Bachelor's Degree (4 year),College or more,Yes,Yes,A little,I put my allocation to the best paying account and withdrew the max I could from other accounts and put it in to that 20% account,Not at all important,Not at all important,Extremely important,Put all your allocation on the best interest rate.,,0.55,1,1,1,1,3540,0,300,6400,-600,-4300,,,,,,,,,10
A1E77HZO63E334,3,Low Debt,3,300,768,768,0,0,768,0,0,0,4308,0,-600,-4300,300,6400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,no,Male,27,Ohio,White,College graduate with Bachelor's Degree (4 year),College or more,Yes,Yes,A little,I put my allocation to the best paying account and withdrew the max I could from other accounts and put it in to that 20% account,Not at all important,Not at all important,Extremely important,Put all your allocation on the best interest rate.,,0.55,1,1,1,1,4308,0,300,6400,-600,-4300,,,,,,,,,10
A1E77HZO63E334,4,Low Debt,3,370,922,922,0,0,922,0,0,0,5230,0,-600,-4300,300,6400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,no,Male,27,Ohio,White,College graduate with Bachelor's Degree (4 year),College or more,Yes,Yes,A little,I put my allocation to the best paying account and withdrew the max I could from other accounts and put it in to that 20% account,Not at all important,Not at all important,Extremely important,Put all your allocation on the best interest rate.,,0.55,1,1,1,1,5230,0,300,6400,-600,-4300,,,,,,,,,10
A1GZADBZ6AOYR3,0,Low Debt,5,442,,,,,,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,1,1,0,30,31,NO CONFUSION IN THIS EXPERIMENT.,Female,28,New Jersey,White,Master's Degree (MS),College or more,Prefer not to answer,Prefer not to answer,A lot,i think clearly and make my decision,Extremely important,Very important,Extremely important,Very interesting . I am honestly complete,1,1,1,,0,0,,,,,,,,,,,,,,,11
